FC;FR
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
186.0429;67.26567
187.0821;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;67.26567
189.1606;65.83014
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
189.1606;62.95907
181.4581;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
166.0533;62.95907
182.0957;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
214.1803;62.95907
